89384 4
929154848 450105532 238227682
556628067 755484539 69976168
621177971 716091997 148298875
661124300 126400669 172746872
142927043 295209925 148361003
12320419 138180522 737529172
776887883 395491305 637349214
775805354 140100099 931670006
44148125 506228247 440812513
313097507 274410856 33181038
763203038 512638537 976822113
371203928 435131057 758493312
87295925 583429931 315121378
66212945 608693154 936299349
361422869 757054156 449940000
499603390 347099680 592867043
895094694 984448893 457703813
887711144 768635251 87108047
393939390 61964115 715429753
520866597 95145152 759577877
33505134 924483616 72675384
321152542 535493280 688394773
904582472 850614657 59598701
365791978 639430357 999410977
122846133 941886709 65623921
322462164 387270103 427046789
159427409 844973915 926650178
780579011 784598313 674261223
842543125 500028065 414488719
790204628 112122294 808428108
567204595 184797677 181811057
102697874 873192449 67832542
805828883 785307501 388985083
297775591 784718477 146083906
239662299 702858749 511875883
626932401 129905537 487238368
324422667 909072066 809700531
109020980 435849641 821644291
461565396 850338359 602223301
573687689 511282818 297282777
611001717 693093874 87487404
336710518 760926415 654691999
122018018 2427849 609906224
759252847 148511755 415735106
462111595 660387637 713510697
444533484 147626004 805689347
206121901 809842887 285138100
494487893 631487177 609560766
197342603 86226830 571098097
708625421 383509606 885179845
254235646 323513362 311383885
867678413 978205360 922385602
870106261 440627935 259096119
18618015 856363041 233630488
679005652 422390089 992883334
679148007 80595787 307511281
488990893 365733886 752044764
972994422 975294652 810683016
59221251 398909100 305170909
295247208 136605296 502513511
618760569 447989181 63655283
449482280 370374782 170407281
890110215 481987252 38085693
598989607 715617739 908191953
873896047 708501073 779326320
954491833 16012353 310848323
320225719 620573468 989996329
148036722 283772835 331503574
399462173 588943743 304497995
536067469 943973606 216235597
984056649 7628888 363999156
206947782 30552520 982759725
688935033 68638212 284758356
404552771 829346517 27384922
965570195 608672836 478890880
834098899 919521158 352786926
307188718 762033838 159795111
590961553 93537411 480020829
32421647 250551757 480573902
976395252 466787353 880036074
836540492 830786509 416103542
867093011 666062585 252676542
935731223 803337292 459624323
617594091 830722214 148559355
78783278 162129445 405628478
998304435 514916371 371198672
612854624 674711481 57813923
706392035 7248661 365002640
956943791 487822562 955964192
276247496 220374987 988385839
959550356 636478529 964781090
478129292 889155070 653837933
281466583 201295745 520930944
964705148 349855099 309178518
126834593 755483576 926772608
494267315 979198600 5555885
21495147 37012522 856376671
28743807 402015161 321747646
369082720 210495705 28139680
589457706 198881543 837599823
78452586 16178984 966363670
967607656 670016917 925914025
21419752 43464212 256559668
371274850 205159081 538026250
979274778 131931688 355247750
958473377 990003924 482082342
848002250 698896946 976349656
102533762 20644591 997844802
313029466 901300623 879104960
511911008 591416797 248187679
380606344 410296818 837645384
50623260 188727194 916097970
946603823 445286861 736221977
151762903 983313110 757641728
136210942 191077211 981432929
978731217 673159552 960707706
530144514 502025559 771697434
403305456 352386712 472216035
157122430 84008023 574749797
748539226 332195701 887779262
11352395 22357437 252206622
200079588 790971758 632812965
645366448 379710086 535952576
481195910 137351813 482556398
672273120 971301093 486835652
197949024 784525151 623046593
699974582 408738936 454294161
904877646 880954971 984438674
988885668 455704767 387744129
173597721 196000380 544866559
195955157 448207001 145922136
986926914 81019965 157274531
219153351 616972540 357354118
209021515 952045289 2720566
180322607 438880940 336432827
964847757 914443884 8705946
226103045 368738044 206654969
107058015 205693069 759145903
415279133 593437198 664023548
611279512 990820108 505425567
59486513 136742243 679023287
140506477 146533125 874978443
609995369 356403595 714421708
414557009 211640512 933575058
853437949 548073338 142596572
620398184 556779283 175435531
989136228 615950604 992799639
47345648 375096506 218902683
640782845 891636405 178477049
484119304 397061971 593756181
473377899 76085258 205035693
619911023 803580052 117038557
976314617 370518112 110061385
40471480 156609521 720056753
588544817 151722445 134613762
145324100 179674327 840568062
613791055 172473965 313482597
988887560 243893000 155135176
733040316 422370048 202480824
130102286 16126229 843263668
58703895 73678273 179899324
714800299 190716829 653277222
937834762 300778213 125704596
94444282 20834966 102019213
98683078 7965079 142490692
278357404 701049492 583551861
303347721 14532088 581392312
547240720 22183616 195183366
969610767 224664439 36587277
985736995 67928106 769627592
59415267 100343781 752246229
102648447 753621002 663466476
403426660 879325598 230783126
276777977 833861162 21134239
137259407 828868205 115578520
838308898 412420065 66777950
705357337 993812376 197651705
727540952 41512093 500999425
952205390 78099369 48240144
872649848 700243312 17850911
972993628 305005893 856104257
579130982 820988720 768035876
458456579 51771845 870684322
144834092 72906083 126627333
973702296 41000954 403405309
238638713 960295255 540664715
84967440 157946960 231489964
126479533 658946384 936847301
57095253 559702880 516904604
609854917 430070142 321626346
914860809 138690750 46792545
588365880 906726625 872302524
492654076 629927299 451433505
418076510 756554631 762406435
311593815 12476292 907240526
271889070 553141006 880942822
282352381 784630970 119581534
941298764 573994622 57065325
353517995 90899225 183544857
783588136 265041922 93156462
922278886 164350818 703011378
681521862 36653342 470388538
163965512 340603198 58754417
920520143 103009633 551408492
932996434 10250158 969485001
338653791 743709331 133595167
123284760 715807216 405484236
697279381 772872541 687836616
640694958 808933749 481651732
758253231 902090210 835169726
922604049 605101587 471274214
959257390 75490124 393553099
152376939 986760892 75074960
255386571 390685735 91556824
118153081 212687087 12076966
714378763 346282254 797589751
282702331 751766489 136243541
55574871 292119457 112044653
717024971 626287540 661840385
619115181 313973617 155051694
76733119 785247830 913304925
4739595 31317280 835908973
991500486 106392240 647682714
234702573 50465415 800059652
447389659 62542380 907962575
793671912 712648482 26115655
397954753 701408374 593010769
690074209 665969378 875713099
168878100 327809763 783804321
482851716 482861456 500829292
268099546 248682732 972460824
299416825 84591704 49193942
258325416 584790769 906449888
308790830 237366773 750466726
223849561 145329347 985169298
789014394 23961353 432558956
342939120 469488473 78747220
8908497 345201572 476701972
189234611 129005892 19292532
672096067 482351535 188170631
920778798 307328710 671022346
857886854 209039004 939121891
295193974 115488891 91055068
385077098 865955616 201896835
382922796 703641265 510687665
259400500 136200221 587053577
728888973 67463792 376067971
74090544 544165763 719007090
55612787 563458294 580431938
390480674 751628924 769666549
697809383 422651269 294278967
906848386 214289512 67574116
874853629 157860931 925460969
593325596 359757765 73171295
296966861 870445429 458248392
285683433 310015358 841171188
353147224 686083328 100571687
897312986 257606769 681977011
313287631 838038706 608583906
64916554 460221606 516713045
340084174 754500572 907193718
554373685 822074688 457519452
712234615 600052008 216884190
71992380 673223302 91737818
794954160 983988046 537579765
104969517 677675585 834546625
643569196 630763623 972746409
753692316 312740634 178409984
444247374 921324539 75722969
904468979 290553935 241526951
658969551 50264004 306443504
333560590 507783456 646527678
933612597 577183997 53417714
459352251 521438166 618168681
443340296 59017930 542677412
121015880 746080907 190147923
604295854 718827315 147633792
917036487 897237299 791202987
690877378 825476619 397411655
981431312 67003570 841659028
31695316 225963425 746128006
391995123 725007454 257613908
969179119 778425168 591174497
343133636 249110200 377303446
402151565 791787611 836655696
748823 981935533 132512343
719576138 129569324 106044574
469329788 773288663 710340427
147322758 170700317 479893266
66842679 12359344 23286995
145322456 611003701 4718306
870329909 721133961 888929973
501271428 164824809 133441447
750381627 542128254 955136917
542169237 378783949 298270552
376621122 511296291 552938469
506190445 617340864 553687291
131995459 180197643 125779780
302695775 660090908 595109567
167571470 683377902 594948677
631091523 540612559 661791355
352225483 282058884 807113810
517050291 415500330 529960071
59178545 223153599 31231498
290478845 521424150 781613125
654291488 74362618 176298713
124148703 480566261 552919834
304346345 606346040 911626631
964437252 53971959 43622089
647815153 648920635 198834216
40944064 163228341 366405685
323002947 970342151 997497207
738503276 352818573 202239041
961656874 384050070 571805684
335597376 18179546 483500580
262476345 46994611 773979424
743042605 599914444 280787263
201904997 364057426 404935966
255876955 407679515 709282310
904797589 606513730 673719562
68025929 825435766 174051066
890884431 675449325 214995129
243703003 877688365 537998075
480269425 302010400 129017703
498448970 785510979 943190928
545443580 412006755 131304655
997874376 692794017 393781000
361931801 97729982 989339956
622127667 807012292 191244952
81157748 333248205 447121906
906593514 359815622 204435846
582042838 574810751 272461775
312247554 965325177 15862557
614257954 94342879 259565560
252285284 890050159 739834984
664292038 21354813 90800305
357086055 267652164 488760237
307332388 256992120 486634612
114344679 300753423 701082764
300109235 747875329 323210431
659924857 952311174 404368178
87251959 77289300 163478043
52577135 93151857 745520880
999436366 205233768 910284786
742002876 945068751 377059091
763357688 888385407 629344374
31009852 377145643 293636412
140518323 716296606 503238818
441271745 417379370 810571205
41663425 593106152 777432236
846490951 997474329 77541470
923780250 13468724 589982678
869448458 758989603 529750988
74682225 521790740 434844475
872267327 898849830 286797192
760652734 528194204 28800067
990314728 674346967 644674106
706611334 177585784 528200309
976507055 988156988 668718631
569613206 618105575 962506728
419603886 548163397 4170152
433072609 138146074 703177454
44578564 520413414 479474056
566369303 955257888 348922513
317735485 242055079 276121090
845929688 123371497 148388416
372793006 768045602 761557501
550378789 296245911 751872229
391052128 817480893 310999914
9157703 779987620 140023320
409837451 636674124 709636525
400499876 192367929 981756762
920913289 671841984 267345723
876171176 20764497 311924286
970742606 149401938 730809940
94114102 297790353 48545424
862159704 59347854 746991463
10921966 663736434 119784468
828402858 827252699 522679608
460906830 967276018 913731736
950097305 529428894 775405790
142465233 511185655 37759592
814307217 778531377 438259467
687588065 942972014 359172756
836990002 673781954 87860283
987296706 574843729 58602889
899160911 321835192 5233342
415413696 294136011 719909397
242666394 816815619 730831362
62458763 583063706 411750572
591887656 210985847 725173753
103073311 248745438 675271057
734121039 687004904 670252641
529609405 46177659 337076209
55907710 986554294 24664273
630751438 897673534 714170626
952586629 902906875 553983684
99238992 475332624 453144594
916054610 58680337 868558290
499118315 470430908 963741035
710104161 48121012 26199798
958849598 723392068 618087453
498370853 246161061 573677115
397064864 583237269 160314506
383619157 460417894 689923910
133809042 27104871 745831619
36715916 581088554 229099408
364564891 34233148 34202389
423245228 755307789 133441380
893676135 571565175 49495989
941797147 597764972 401130655
517705566 68368777 111234815
763866626 494562243 922600764
199620247 654876748 273487968
660038140 197317009 670552831
687143010 795664979 54171987
268231564 24764387 40497380
154981063 58966775 77213296
762805203 192408154 294294538
334370377 94420494 717539765
784651701 495551148 463732252
853020477 459302314 258045750
200099071 234419429 775751315
854975819 507907396 392134293
904809179 178460227 591754539
700474158 85148565 104309030
577754896 125645945 791452039
636721670 55375592 59683602
681646175 349670129 67181016
776066668 67209894 829986218
271617815 383458497 16872947
730920128 641504246 801524647
965339556 269771912 507061475
325763303 661906204 707160545
504223529 106177094 414652715
441888446 210486123 171978246
567534390 1938162 872452403
475426333 914138115 302723650
825096461 833835483 939445319
744822706 516338052 473607845
128281202 533210998 249674512
622301799 187251996 373808678
892073711 546829822 104728805
406496266 106506719 922584712
512673360 521159433 100864366
575675834 693137678 605087895
430130347 418106432 46976340
196784814 720830081 467027081
30620296 512791751 942453413
546958347 986399595 620066225
932685697 88590458 217405283
119937692 462399135 198202836
519283866 419644291 820504635
625790584 194745354 565094697
146950016 295609720 971590962
692604046 753213966 336780673
963226829 652706657 912456507
536573262 119733737 342586853
49365012 914703501 539371666
888280959 387286077 422508313
829387768 457207711 969466660
144303255 655410547 754668708
563947545 328431533 727122751
611209251 893526229 246406616
906818970 717633542 872197199
512549287 54414215 871663567
165255943 966870721 416783964
137506031 161973925 232527144
904725883 553861943 769100405
144528311 976370255 670981769
601736022 798353266 411779079
109662920 553021973 241166846
438094452 132661076 385470100
184137032 379067691 801933997
901770573 103781242 413143247
808701139 827961160 172478568
628088211 97261475 685027854
790062136 329788618 702800148
196440430 98889023 840306178
172810684 769870791 597548412
971163950 34166221 742076722
376702274 275333066 343812743
509363349 513319518 453475662
740947392 315253514 744086465
844728633 580913112 928223496
525206144 753391679 682510421
622467618 290935884 343727911
952256235 993736031 971816122
51145257 686558560 614394609
673532399 136623323 810835038
707698619 878700044 983645721
835548037 75029139 807326022
348867554 528504800 36544648
516637419 125107617 398424348
97550530 53331112 139371739
703458560 588357884 836616723
994394443 932085795 361822866
840646825 756418268 984290483
379721736 370812876 789063070
516345058 34164265 692724678
247561453 17809985 218773429
322590591 677652359 926472047
851095391 566713358 614536435
976203007 965137705 963403988
882050470 104509444 332557758
322924706 793642518 430108287
107526852 7981736 133566846
863945119 992272218 980477640
87274346 633851639 673640816
121438610 326576317 905878903
991764946 545349745 274740312
521933656 324338143 522301765
88647013 938874578 844892355
53784718 754794917 548504097
10810513 87352675 377223455
656969382 369977313 111790277
664951117 356060511 434714982
509739687 189054502 394758185
143591325 715211670 111219655
322683993 621090572 198494000
868033737 895830884 172448961
44888232 270649000 164213906
836279161 115541354 686147562
443590429 664045451 627310926
383459455 41268905 533611995
753436768 5575533 396938859
962013630 440290514 53908241
3584483 835048698 718859357
718796152 946268352 81115395
192403076 997278703 224706720
88233959 169727663 547390712
211399310 186457921 267940801
326940663 872605482 165345384
843502465 352432759 1624544
737287722 886044754 445214972
742863254 282983612 828674427
35670120 189408204 434627546
870718817 908267561 249157527
669503521 989382955 252742009
519298575 66606026 971538161
689026238 466513090 163941236
875484158 734453890 104691546
600605991 899799273 316090855
953038749 753940168 495547869
691599854 51671491 339050334
974583466 880345917 76338055
16508021 167489814 671717660
924775581 416647340 707387779
766674888 669389349 430622948
685797265 493443861 100126468
152310354 657385096 471941394
739280595 614592993 13483983
491596219 930683847 888968140
245536386 278748067 342090482
297207877 617798400 147645583
30070145 546652806 839245436
50076311 70886818 666345253
466723650 778274596 682853274
988629350 208897543 460145206
482073210 161540362 79336445
991974657 633481756 765133710
606567649 646965738 769960415
389767847 388450230 509241010
668515914 583057063 837228
138830665 730702645 98889966
537999823 422464433 248614194
608886640 941326037 278684338
387161235 476695662 328760648
448575130 936840868 648000650
610115491 868693664 636629999
96113598 486343725 971219561
595595688 256304140 963194217
984045917 618061501 422278218
419619331 471415080 664562416
2838328 570305045 185594681
425302760 818919238 324425346
219145148 950119928 862425168
695840810 131396927 323828159
485198029 779397576 710989393
353891692 268543927 12080874
840235417 239763487 622196365
949055908 55474055 570826314
567117408 330268624 166422001
38532487 994831040 2984269
461353884 180425720 422603600
132789473 357367417 425441927
82909400 72308936 703261038
66822679 396137094 922406185
846220254 107126487 618246994
114764180 119207360 103445022
207044018 593920076 309853066
262518073 17262742 2604834
592786696 183684742 951660741
440134087 39185363 371294500
620559807 461788962 262343338
977927223 739747240 576213573
50236159 443008277 709003046
298889604 217930813 644428797
258532442 836177807 711251475
230256154 792139180 409988081
824176229 954508597 524752260
841438970 957113430 731796278
877640064 761290522 846830702
916825426 985101373 292133749
231130739 99961063 732267836
970877978 676174635 205343994
266402606 237694032 35787568
484333418 882122829 86023726
173027576 445890655 237429682
965166756 855878735 495962123
772191704 233147347 726218276
581821486 817459976 402910857
195628359 664290677 96866178
180729732 956424425 974506241
280690794 541208612 891331666
956865428 746552605 122462404
47075812 782340173 945856733
929198640 720880250 212259338
227605646 958309931 696592756
936000733 454272054 869620331
21664431 33006681 687303438
839124406 435917537 312011494
355931434 532783715 893832979
164872210 507289955 89461337
706080822 251137973 122707420
452633426 226116728 403398213
87489950 24489813 212779993
808370200 236749150 259855804
766680130 785858257 41570795
73468535 507994940 121692792
106475216 47814729 57693524
542392752 359826222 79357954
75176466 253659200 918482359
434982773 195636889 126930144
538637097 318344308 291802354
764753824 721742521 997883175
789243636 787038865 303032952
878509138 46894668 390522902
664367394 940981814 198893101
24878685 62674605 818089582
72693414 120368129 891558117
432519635 52242434 850549684
686178835 823241145 245458787
881815723 950171288 173151605
52676382 241973641 608134377
774418902 92373167 146771473
413974118 395406119 764041648
313385137 785929020 405801636
254366950 984822120 136827125
169557907 655428053 801194518
142442387 399502521 826073203
194684820 250052204 898766616
17925964 495510991 183802602
820613604 668662595 869981436
62587244 129313323 604313510
7476763 128601147 656989892
402882881 745159146 283925145
188811900 3477133 697899263
26150371 140304257 11284399
681578423 941498775 118167701
81080944 620088329 287725607
183649499 371371296 430167993
531676841 555173897 477369164
52855787 277671685 347811480
182169109 734501546 168425083
163286607 244007789 83528678
908445753 527932934 91005440
911922885 78348548 493888320
52227142 942149298 535216571
846242268 60316998 561366941
318846948 200558956 95461716
690218243 483243300 29059011
97908491 960612464 65224861
228096527 308423943 596901702
962598073 329365377 649757488
206605861 412894054 831926597
587055146 356415846 995213203
665403693 850304165 756175307
460069343 238037088 668098192
372902692 799404028 572841685
573461648 747382095 419083952
56704947 776441105 737930899
869833762 841665966 280665493
30774056 291084019 231090335
360139432 940841506 459186862
773033486 625284454 421784934
129449331 473014009 480907146
832269847 229189315 67962292
70306934 749803858 585882336
722227314 322645542 45951678
322125760 594245845 418854370
98566865 184693095 844832369
792749182 465358587 754053667
83833200 696448922 623887429
877191057 8152135 654661484
502475511 429937068 14800916
975489519 910844213 640350753
57195185 831322856 622316435
806999043 417205192 307102633
982160936 315673221 229925919
576406781 734527590 804669584
761099875 431876310 126795343
78974814 185929977 77878559
627940087 662333757 723144092
636092221 169511592 659493643
66029288 36828859 536684700
829389852 677179611 891676562
513229060 152012397 719682432
930434251 311631382 776877616
98623823 541557300 436393010
833151413 198743235 271070298
117544074 325538577 847477078
303474050 255933488 461093304
965807806 979077579 392584469
135319398 638571222 20524555
24664608 27772273 656616775
701844219 919448834 575162414
706372967 491647617 257068618
18004348 121041584 770297677
412077999 557434594 553248279
610821233 828504891 651872101
936359810 528498320 337539865
44809649 842107975 455083939
23887227 234692444 611074340
514974800 107733350 429398498
542747072 764350125 417234247
314712257 192028890 441898854
806359873 301613859 143743072
927401457 71911535 702632391
337352402 477676165 720636738
18373644 982064618 132714737
399388315 172120834 596052321
241496289 627204772 384928482
328705084 90795464 429738130
436438434 520193961 453625357
53304910 937428207 968600156
245333799 379327060 363863580
546947658 375586484 531092188
471375544 78218874 189968413
801568061 651371963 117369869
783632678 636603051 307238622
955753511 85171724 178128617
435474635 470100205 577516931
526270098 899838335 819013219
46464058 205980043 234655
836408616 27096550 436673088
68252027 390960129 489977997
443838510 922052317 735311795
374573735 112020729 134775804
878462050 81906949 458667700
367581452 241661922 260235760
452753175 419790538 896384789
922853380 997307468 704654651
822691714 668837038 140129285
28671756 669071692 518915734
55768305 105744779 417896143
299244786 448239127 106821110
73813454 36067274 175073137
38350534 170843077 618911646
972773834 629510776 846001733
66952107 742262887 724463782
486742644 638647675 92045233
336566463 195818678 397314760
857919852 188464314 320168139
379507896 707380048 995376204
337769026 977792542 876564311
786008153 84613652 784848967
822075426 259686788 84093752
992918502 731114785 10423557
474945630 577116517 48774090
69724868 154096650 874064275
708372543 98658235 941016381
904191220 495972994 280275376
92655533 668657484 616841838
652551932 664033687 327278042
482860826 393114349 706785937
567474477 177963315 44554962
679677616 114573419 830563114
410792400 124996975 505154891
840425269 26287417 350589745
994521918 752868043 825535374
945696504 693884424 895260241
294185849 974159799 456149135
962843332 443517989 212856706
479393370 770796030 158028591
872507718 330098318 663096874
50471033 374653279 145957699
17560803 57732745 565948527
995074129 562887635 245626142
873877897 913477379 508934894
626745940 591529104 349360162
173146715 339305697 196398431
999822865 647971183 142094935
295857205 860827889 288797135
66653234 871372831 251640467
249267903 534469704 731033836
623921182 532943755 456057906
534170278 98892281 359045290
97057912 197034775 376606092
863051643 705969668 224196572
307097098 55329829 98074469
498919146 104244611 577336760
146890329 98855897 750483474
860234569 387653032 602822690
731607399 491809850 898679895
118593454 75360037 817849480
651537208 531417942 67117383
602945841 890463231 543554916
799980615 119585674 77725193
505950282 343782246 27299456
413796462 441856714 742867450
370557424 19193473 49964548
469413321 622193298 401400045
709582704 77532339 548290373
201392553 976212233 261041293
276752589 794061713 992648691
808170531 713695447 963758497
551150113 257250362 467812056
670735787 187491906 70757896
14518032 214791361 870738510
308891097 957658811 229205143
180600921 860139710 495517956
802794218 114056106 866075380
880326556 662346479 188005052
709055141 923387771 897587755
355633205 768552814 98980307
69328651 584827662 228249247
179095364 52639717 888936129
366587269 123397613 440086242
581378629 846652474 110822028
391553791 928373969 977856411
104209852 423891924 286747507
218265958 142483655 467348427
733128788 330488706 122658996
509032910 228076460 855501903
130102075 179573118 564557043
714929736 260338717 920190247
767569453 149274845 842035249
743483417 441877438 21130612
442652242 405215817 387717880
223542562 383072227 821612861
647434486 522336085 65683003
789918140 989684511 169892855
120406846 964859858 240675164
200999657 820361761 973803951
233089127 237435155 482836860
493427843 10141754 612938935
642702687 852177002 180385022
84580125 725823966 947954474
342312293 113541845 543954242
725384520 787671057 839122836
100236956 853354060 62665397
89921467 23246914 562616234
907297676 116438429 205050726
580175788 90242379 177973923
817610943 425595590 378973579
680269048 38534524 612062705
384962401 71435898 105490547
110786366 19390371 600709586
76844563 415860965 537806062
864515619 107500152 880118354
570386030 170165548 458019225
446149295 732781782 558256181
562587723 937832507 500693999
652830101 115806429 260508026
78425691 347296359 840683814
969476566 811875416 510811108
40912463 769882314 191080155
912819186 223108251 576042555
181196502 760914312 539345273
288696653 493549018 616189835
311378552 804084594 333221805
44160333 214857126 903607835
834509191 715551124 202273481
802831971 976059150 764861204
2644682 669259315 270207656
814520097 180070422 201149698
436918762 223666928 23142616
660027013 799709482 64055078
273457676 191571106 829390615
767006693 807760940 863103468
423607639 993499097 4316472
638464764 749623283 315695024
206532240 951896763 212371708
35107741 716757966 46880899
704367055 986965622 702229221
884437476 40631671 557390254
108104403 63774286 224426702
760330236 127829364 661345464
951901342 809736330 321372476
612178633 525356150 594830151
458194081 529672621 214353196
207817363 845367644 637960834
12230478 57739352 128941949
728988443 957136602 335474188
568470416 511882174 370581928
609102087 69272428 74948982
672876372 293699129 811902809
653222087 955044592 772523563
315474769 128933419 385370151
840830918 576279922 189787844
223019890 790633117 801966476
68387534 281110302 112676909
126126885 410052250 320494271
935779838 745526438 332724748
447662011 116108365 914229543
369450790 43573699 335216310
663149919 855476507 944318396
470710862 480516422 469711120
452160633 865886572 975449558
28440554 55674415 143440678
671590022 710157242 984271595
952700323 822834150 59807837
215268924 143328421 128195370
813311713 328569520 106838606
781936430 95315414 42618443
825510128 430531724 342796805
533502986 227366471 712247595
14019407 697077590 227913865
732422330 525043500 551141078
788096744 668484177 3301710
350770338 505272124 31742263
173604487 565079960 555848636
169449259 693275329 361065310
350535131 652630286 576334234
445850544 547765080 242162298
876382267 890561884 24098727
103748738 455325830 702125206
653342679 535756046 88144544
178386178 86897124 102163950
846870355 90198833 687102632
204658830 974457448 327715727
769738789 382822435 678486064
315530469 743887745 852090551
968160754 172738330 874056161
515925833 414900627 224591291
259004068 438999354 670441835
566846250 141124559 399340453
102602295 81785454 503089190
42015770 36465756 8948221
132214603 723568387 187334398
959188402 51284113 886721104
194527188 729770177 91379933
938414932 434377079 861118721
111153261 160949591 29165541
526053888 385540882 997326294
817569593 908499068 365768478
811210503 307839520 624772546
892995957 663445062 44135147
929461712 672393282 146737441
653030098 859727679 188753211
556830562 598965135 173484165
139117090 690345067 985188918
573494168 403980140 179716105
734443759 433145680 118131037
972500992 282988326 81800649
881000059 648756803 460370888
41355930 126045700 277940480
704800991 170180846 89150983
229710624 316918287 834663291
89438303 358187849 764125002
540919789 531672013 269671451
83781207 369377282 826502012
487761346 549093386 965619102
773423378 519740774 391629621
56411703 454057775 978589731
705168505 914428662 951090722
831214205 44885494 684607132
1395050 134036476 578479414
170829688 821216118 135796756
529017536 437857471 365507380
913205900 707528921 307462034
282583181 386547284 848381822
684192919 204682737 932163028
56450044 448828710 272440726
510507818 427418440 45864103
424936480 231025514 102275805
469821973 768148997 659960661
456374800 346628410 343691217
130107269 482425166 197602619
567964739 847932545 220948658
128010011 7910930 749966194
514557294 856292751 515688445
571756383 788455778 798271626
20585092 60896503 334980896
300519883 959276957 391430939
531545396 914069113 901938757
152210745 426546126 179391588
498839154 770237342 649213560
833780671 820356312 958104711
534229567 41304970 88211979
542140496 643787515 656176717
398433246 159475959 784186727
39405376 810263936 151260372
952818230 145244831 723016754
912095187 536675770 596118197
678680651 291130878 896638080
105226776 470522465 280699827
727980470 119736024 432910571
548336781 930357086 931749725
442158102 18569064 618046747
85945616 527262132 152276314
97937927 163965210 694416809
908201862 167741933 945366407
53446693 890758687 984771782
442638814 339393235 790106363
733769691 236031314 554717901
56808507 516731141 233398552
29060882 949641711 191141679
959417967 733907787 919122148
830503382 204470886 319975281
210281865 356747199 762133382
374247074 903680359 848078998
541989006 849046765 946016924
285264044 686334898 706735137
624657279 328957613 612698181
713204944 883675513 55336994
82452436 117074064 641623036
32094147 160732095 698431542
618518285 79854242 727492423
822989170 399829522 539426741
32252720 14479256 369930122
935933079 862558253 580211986
637496195 661091528 806975411
176347445 220343016 201480769
505305057 833041197 486744812
241496921 740894542 963918442
211087337 235033930 677123386
371819431 933465471 759575821
451673672 513474246 644186319
704019546 52900986 115220956
718498801 275347460 790726477
433573405 708075797 822979197
94664932 515051208 611428627
167524299 716531976 101441173
565495 55793139 130304969
741460037 19711581 635610025
976493966 549351318 877106946
762475788 161443490 88194282
128466385 658146161 312530064
33883723 773367116 764203735
161747534 416609944 320739632
869823330 92105492 39238432
237390889 703534118 472811836
953922864 657491643 419993119
862232355 787796611 587517418
734460287 275922988 440599264
136327956 5546285 34575652
297771445 93740566 11069617
955917605 258786981 626061757
581801072 22990715 607044493
998411016 196246699 640928215
90516507 235485130 802675748
646566977 560813318 525015430
156574971 980806436 762406318
944371581 420840205 568845534
220294568 861439469 431077888
225840852 896015120 18054526
172097769 759601089 154382481
430884749 238179197 452153925
306391816 845223689 260587882
502638514 338668256 694905305
590639995 993860355 545832672
151453312 518875784 488865531
984776100 133798454 135432507
258132656 702643987 144523829
119572124 133721874 88895409
868103596 4292751 161706329
480221036 158675231 387547180
570916584 610829155 412161301
268656624 723933388 843046049
607324879 418838693 1954216
453701586 964671364 357109081
972577369 306053246 947749076
106375822 294002104 99202387
661536160 438525932 936494838
647774385 527421341 194627494
652067135 689127669 166715969
810742365 929191200 887335916
274087872 341352500 220073303
998021259 36914901 790989886
269376303 38869116 59646510
86564019 248494549 519487740
392617264 196243624 973189325
686619368 147962362 798283046
125145299 84457200 757175219
505082991 131601045 418711379
46727011 150833365 66485763
975918211 38169281 571069250
169787062 258242583 381811614
206701962 49232469 655899485
98087430 961395330 506437096
346581978 480883069 775813398
395341953 306588746 862377416
543304314 104871791 254994680
480277865 862047009 941614047
464395261 133274739 919275697
615228626 52276854 424358688
653397906 623346103 471085698
764156840 857674068 299520260
665905660 366089905 469307322
627300989 872527000 676009283
960700410 648340397 626613064
267289155 363234165 973195041
224677297 618228844 221053345
86724305 412359242 764357659
72515396 184151290 97151875
124792249 608509977 561547136
600654703 932112027 29292113
310845122 231632286 682690018
676935026 700939607 299363209
549462025 229465242 965268869
50318774 856078305 445086209
413552938 681789698 405786618
884298133 902843042 525592124
149173726 519717052 750269420
333325015 469385279 689510077
941834992 30932414 762025472
726463370 60224526 739334072
958095655 595430895 192505126
511551614 894794103 503350247
593533207 712579323 32801625
302127863 157665532 582263649
983917560 415968501 485098774
739276954 941560625 898651711
111510357 691830044 635466195
580895635 233856472 784639920
464344400 995881943 117964935
377085277 587732366 912316278
825032523 632753843 638779647
572342978 136104090 449391653
284922300 21422066 813459618
295104183 603685714 406992824
711072684 88784488 709120687
652633308 839952550 545554598
196979703 327935097 137347903
430836175 112575016 101374612
279234469 83056302 682270246
719483187 995372579 999130998
352237029 486668577 228732626
340857470 936060230 53765149
362279535 602036199 626108126
818481601 9029023 763546777
759782440 570666061 58650960
452251341 968737010 769723643
780186437 106084913 274873302
892761453 59975876 324369356
975817754 742246121 755205530
823706685 593893470 886956351
310375261 822626096 606439537
98951842 876391244 811192917
700988041 355015721 4566739
562533415 118562497 366846273
985715827 29729808 37844225
954452836 651969802 797626664
913054100 926843103 249878005
973029975 103728811 30064441
567792448 858934340 775342245
14202269 598407042 603676351
836828364 57362930 279899387
565735959 868555847 590274647
920751679 873122585 541742841
891830528 92485209 95247233
774076687 130329434 657780647
426046489 927956097 496012825
205405943 30350453 302982012
